Commit ID,CommitMessage,a2a,Label,Sentiment_Score
5dd00a0063bab4fc886895ebd73eefbbf0f63439,Next step in bootstrap config.  Created class to load and monitor cluster topologies from file system.,89.18918919,No_arch,0.25
b0ba5063ea620026bc18484b4819c8fca403f88c,Fix test category errors after sync.,99.35794543,No_arch,-0.34
bd79d33a204733c27290f7e62e5f545c0bd285a8,Optimize imports,100.0,No_arch,0.4939
ff2f01d6110e55cb3cffe77839535afdf1ed99c1,Convert global config digest to digest3 fluid style.,98.2428115,No_arch,0.0
0c2a1b9296ab4b7f2248bbfdf71d6b6f724c4eda,Checkpoint for bootstrap config work.,95.51083591,No_arch,0.0
e92d333e6f5d16d9cce358c4d91e0ea8ace2a872,Basic config (not topology) now loaded properly,99.54614221,No_arch,0.0
e0e9916fccf77434a44b41ebe7d60a99c8f58cb3,Setup SL4J as default logging framework for server.,94.22222222,No_arch,0.0
be9afe5e90fb052300e510734c160c0702f54128,Switch from SL4J to Log4J.  Provided default Log4j config on classpath.,96.85714286,No_arch,0.0
c8f2d5d8d3ad943df6152ed26e3e76dfe9600d6b,Separated LDAP server into separate module for use standalone.  Created demo module.,98.87323944,No_arch,0.25
07be2d1261c3290160cbc32fbda22e9146648d54,Created interfaces for deployment descriptors and deployment framework.,90.85948158,No_arch,0.25
a364e4523a35c819f7f3ea3900654c2ac56ab1ba,Completed new cluster descriptor.,98.81889764,No_arch,0.0
44e4b761bc9a885bbc03f0ba60166bf3f8ee1838,Framework to create deployable WebArchive from gateway config and cluster topology complete.,94.79418886,No_arch,0.2732
9f054e6ff5d2e25aa730e597ffeb40f8dc1a779e,Server now generating war dirs based on topo files.,100.0,No_arch,-0.5994
3bd467d739450b956f7f0f47257647596e51b2c3,GatewayServlet now can create filter from descriptor located via init param.,96.70588235,No_arch,0.2732
75e4a0b0480fbc9c293429975ef385f0f375fe5c,GatewayServer/Servlet now creates config from descriptor.  Can also create programatically for testing.,98.14585909,No_arch,0.4939
1d19d51942a53de0b7a617af3230042c300ed1ac,"Added -help, -version and -install to server command line options.",98.7654321,No_arch,0.0
f8e94a399e3e779c80a4887819af7a0f7ac3382e,Removed old config model.  Added params as cluster and resource level of descriptors.,92.4691358,No_arch,0.0
7e6fa1eb15a21d0df81639f4854ecfa78cf41b9d,Simplified names of descriptor classes.,93.50318471,No_arch,0.0
9de1b50b9bb4ddd66bd65d964127d3440efc943e,Simplified names of deploy package by removing Cluster prefix.,93.48659004,No_arch,0.0
3e49a28287c9d9e5ecfa94f6088ef44ebdc505c0,Remove test directory added by accident.,100.0,No_arch,-0.4767
ff56e30b8740dcdb680edc0596297954d80edf79,"Create new empty modules to separate out spi, hdfs, templeton.",100.0,No_arch,0.0772
879f6babbc864392e9cc4c3455c577808bc426e6,Configuration for gateway providers and specifically for authentication,99.13043478,No_arch,0.0
6cfe2a37160da1d322514dd3f2bb2512ee61fafe,"Configuration for gateway topology for providers 
and specifically for authentication.",97.90123457,No_arch,0.0
7b6037db899a1ff76042467b7105ca06dd8008f2,Merge remote-tracking branch 'origin/master',100.0,No_arch,0.0
f2986563e94fdf56b2b42a3857c01b61233264db,Minor changes to formatting after merge.,98.2630273,No_arch,0.0
67407b4766477057de849051758a494a363eeffb,Remove all references to ambari.,20.31823745,No_arch,0.0
146f055a2953c25ddf4fbcdd4c0f2aee59175c82,Refactored modules.  Simplified API class names.,84.65408805,arch,0.0
345e4fc5ab5306b2befae2aeb73f9e268be359f5,More SPI class name simplification.,92.76944065,No_arch,0.0
bbaa3df24d9a8f7134a18962320c0703f833e2ef,Fix service modules to have service in name.,97.90502793,No_arch,0.0
6a9a267b8ad1bf0bd6219cfa0e12ea9d52b29a06,Fix service modules to have service in name.,100.0,No_arch,0.0
001540def60058996d8685f12a04b1a466bb800c,Change ClusterDescrioptor to GatewayDescriptor.  Change descriptor root tag to .,98.89807163,No_arch,0.0
e5e1c8279342dae2cc8641d7ac37a042fbc2b411,Fix a leftover class names with cluster in them.,88.33107191,No_arch,0.0
0c7f79826d027050a7a66524681bcc207d27a459,Made GatewayConfig an interface so GatewayMessages and GatewayResources could be moved back to gateway-server module.,98.13084112,No_arch,0.0
674e767d5c665b3801336830e23ee471c816368d,Invoke loaded deployment contributors.,100.0,No_arch,0.0
ae7d09bd0a784d8780fa4d992f812b6dd7be68c2,"Spring Security module, deployment contributor for updating web.xml",97.05882353,No_arch,0.34
a1be47d66dc67b8566653b6407948283279ac845,"spring security module, spring security deployment contributor, deployment contributor consolidation.",98.00531915,No_arch,0.5859
d1d14b927bd7c4618667c4b6e0985d6bbe12617f,Create new func test pattern based on war deployment (i.e GatewayWebHdfsNonSecFuncTest),94.16149068,No_arch,-0.4215
5c0e819374a6c2e2b5afa6de04d450b069efa6f9,Merge remote-tracking branch 'origin/master',95.97069597,No_arch,0.0
e239d68e3ef889908a70d5282e805a59401b4664,Comment out debugging save or war structure to disk.,100.0,No_arch,-0.1779
48cc8742b0ec482e4612478c0e96726bcf06cc67,Make the GatewayWebHdfsNonSecFuncTest work more like the real server.,98.47522236,No_arch,0.4201
273ec2f6c15314b79899a4bd3c239f17b79f605a,Change pivot to dispatch everywhere.,95.31051965,No_arch,0.0
cc2e2f2fd82cbcdea9003112658206d90046839c,Removed last usage of cluster from code.  Still in some config files and comments.,100.0,No_arch,0.0
409636f062394b8e349271a03a83dc152de154c2,Fixed some extraneous topology change events I noticed during testing.,100.0,No_arch,0.0
d07e776a45d4c0cae503abf1dcecbb1740d80471,Added a name to filter descriptor.  Set this in the spring security default factory.  Default the name to the role for all filters when they are created.,98.06451613,No_arch,0.5267
a4a9bde4c4b93abb573891b1d2a4ed2b5d47da4d,Quiet negative tests.,100.0,No_arch,-0.5719
99cee6e7c037812b1fa3715af13c30b2743cd592,Cleaned up SPI method naming issue.,100.0,No_arch,0.0
da30b265f981f70904ccab02172d272b454ed82c,Deployment SPI proposal.,97.75429326,No_arch,0.0
cc331d86f1c37094f25d188cf2b9550bb7ef0616,Fix compilation errors.,97.13914174,No_arch,-0.34
2ab4cd188a9953faf84b110bf9ad130670793f87,Revision to deployment SPI proposal.,100.0,No_arch,0.0
b9dc7255f54218b4b233573988e65fde60546972,"Added Shiro authentication provider and made it 
the default rather than Spring and cleaned up
the META-INF/services files for service loading",94.35483871,No_arch,0.0
cda77aa866af56929d05843f829fa3eed5b7a891,Added some docs to deploy SPI proposal.,94.35483871,No_arch,0.0
28173d5ea728da7a7778b89fa5369e0dc70bca9d,Merge remote-tracking branch 'origin/master',94.35483871,No_arch,0.0
184d9a16564ac2dc44bc997f05e7fcbf4bca24a6,"Added shiro config as provider parameter and the
writes it to WEB-INF/shiro.ini",93.97905759,No_arch,0.0
9f6aa34e605e6f209ed5d56c177596ee5ddd6032,Refactored deployment SPI to be much simpler and hopefully clearer.,89.16449086,arch,0.4019
878adf1e0fcffbedbb055f3417701beaf909160d,"Changed WebHdfsDispatch to have a unique role ""dispatch-hdfs"".",100.0,No_arch,0.0
dbb3ae352739652cd80d42ae5b6a5d73fb60a6bb,Removed obsolete func test and renamed to one.,92.36947791,No_arch,-0.296
4cc263996e1458466a2dff32bb6bf89734e80466,Removed more obsolete functional tests and test utilities.,92.12328767,No_arch,-0.3597
62035ee41b4637f506a1ac234905b08c24fcd050,"added support for writing shiro.ini from the
authentication provider",96.16724739,No_arch,0.4019
e2ca2e8caa3b4ac2ee8099b41f7cefcde8405210,Made the createTopology for functional tests easier.,100.0,No_arch,0.4215
83bd8f90d72457c5e7d59cc7012606643d5eab5e,Simplified topology creation in functional tests.,100.0,No_arch,0.2732
7c7596c9e8695a11b501d429e2c7cf491947a122,Renamed modules to be more consistent.,97.93814433,No_arch,0.0
855e0d349c02610a9743d2f76f66dd898652f8bf,Cleaned up build errors and added build.properties to server.  Can query build info via -version command line switch.,100.0,No_arch,-0.34
cf4984413d220cd3a78c761d46c704ae037a882b,Modified HDFS func test to match current Ambari RC 5 behavior for testing.  Added to defaults to log4j.properties.  Added a proposal for parameter indirection in the URL template utility to help handle EC2 external/internal hostname issue.,100.0,No_arch,0.4019
8f1a5aaabec4aaef70cd049bb518d869247099cf,added start of identity assertion provider must break out as separate from the shiro security provider next.,95.05703422,No_arch,0.34
74c4d2374d14e3bfccb967711812e193acb4272c,cleaned up accidentally added module,95.71788413,No_arch,-0.34
b52b12f78d1ea9e84520badb9da08e9d5b68e367,added back the cleanup,100.0,No_arch,0.0
5d006e57036b87c093887dab225b1599bc04bc59,Began the breakout of a separate identity-assertion provider.,99.13793103,No_arch,0.0
4540b7bd50ff8559ab1fd675146f887096da756e,Finished adding M1 use case functional tests.  Templeton tests not verified yet.,97.18137255,No_arch,0.0
8990165aa9e32ca5986cbe40c4f8620286ca90f7,Turn logging back down to quiet tests.,100.0,No_arch,0.0
2c5ba09ad44700ad3339d32389faeff7945a1a63,Ensure all META-INF/service files are merged for gateway server standalone jar.,100.0,No_arch,0.3818
8ff01ec269731043c3bffc64f0ce258b41c8d4f7,added gateway-release folder to hold directory structure and artifacts that need to be in the m1 release through version specific subfolders,100.0,No_arch,0.0
0e14cdd88d9e129d56af3f826f489cfc6d5f29b0,Added a bug file and updated M1 readme.txt.,100.0,No_arch,0.0
a9d052a3a27a93dc0a47f44dc721dfed25c9daeb,Fixed issue with multiple DATANODE  entries in topology file.,100.0,No_arch,0.0
0a46ee9e72814cd5cf468af0299d60deed9265e9,Fixed class load errors caused by previous push.,96.61016949,No_arch,-0.34
a5a736c67e6c10c39cba740fa39d48bfa63885bb,Re-enabled mock services so tests will run anywhere.,100.0,No_arch,-0.4215
df724cfce8ff42061c567576c964be8f90d48616,Finised support in the IdentityAssertionHttpServletRequestWrapper to rewrite user.name in form params.,100.0,No_arch,0.4019
1fadef949dc418ee89fe10d68680c78f9f820d86,added script to zip up milestone deliverable,100.0,No_arch,0.0
8b9feef69f0f75a38676153316ed558e844c6c20,Minor cleanup.,100.0,No_arch,0.0
2619f7bae7a024ab50e0106c0784e78a2520b0c3,Merge remote-tracking branch 'origin/master',100.0,No_arch,0.0
d640d794e4502881332f3f3772916c49f44e79b1,"Create ant build file for release, removed zipit, make release artifacts not dependent upon version number.",100.0,No_arch,0.34
714d6af5f296d34d05933f96cfbb68555a8a9ffb,Added a message to log the name of the topology file being loaded.  Changed the file topology provider to only attempt to load xml files.,100.0,No_arch,0.0
6ac1fd3d7eead707129ef02436a1298b7ef43c94,More cleanup and edits.,100.0,No_arch,0.0
b1a7ecef5dd55c4eb281060595b8d44eb9f39b43,Changed clusters to deployments.  Minor cleanup and edits.,100.0,No_arch,0.0
2658edc842e38a050749f34213f10550e3d70620,More changes for moving config to conf directory.,100.0,No_arch,0.0
dd8024a1a7fdfced47cbca884962e459217ec925,Added a target to do a regular build that that tests are run before release.,100.0,No_arch,0.0
6fcd88fee7dfab41158274163f362e679df3340d,added license file,100.0,No_arch,0.0
afffc8d7425df8a21c9f80a097101a7e63e498de,added parent directory to the archive to serve as GATEWAY_HOME,100.0,No_arch,0.0
e938db9eb52e05c978a28893dfc4ff6d58325cd6,added parent directory to archive to serve as GATEWAY_HOME,100.0,No_arch,0.0
ff1279ca3e40caaebe51bddcb12b9025426bd7e4,Allow logging config by editing conf/lo4j.properties.,100.0,No_arch,0.2263
ba11458b0ad51b9ae219d3f668964e63daa83e53,Merge remote-tracking branch 'origin/master',100.0,No_arch,0.0
1f449b9c7187cd8122ac134d0fa0bb0ba3c9d736,Revision to match new gateway home structure and file names.,100.0,No_arch,0.0
ce70601c0a78a6a617494657bdbb7e29814fc1a0,LDAP server now reads correctly from directory passed on command line.,100.0,No_arch,0.0
16f0dd648020bdd3a102a905bce1262bcbb3d4df,First cut at curl example for word count through gateway.,100.0,No_arch,-0.2732
543dd8dc4dc3f0dbd63a522306424fb9254842c8,Update to the curl word count example.,100.0,No_arch,0.0
711541ed774c6226b0b12622f74ef154e29f886d,changed identity assertion to add user.name to all GET request's query params and to requests of other methods that have non-null or empty query strings. Clean up in readme file.,100.0,No_arch,0.2263
0bad3708253567241dcfb16913033e040ef4aae3,changed identity assertion to add user.name to all GET request's query params and to requests of other methods that have non-null or empty query strings. Clean up in readme file.,100.0,No_arch,0.2263
a632eccf41f16ba0e1c4ad082e8f1b286c3ed2a7,More readme.txt tweaks.  Fixed namenode root url issue.  Improved output from LDAP server this run incorrectly.,100.0,No_arch,0.4767
a05df6f34e897ab3d93a38fbdf36c43b08326c42,Updated readme language.,100.0,No_arch,0.0
af93629f94d339b1fc11bac8981e944d0c5754ff,Final edits to readme.txt.,100.0,No_arch,0.0
1f0bac7038998fa43581d5a3459957cef965d5eb,created markdown version of readme - redundant with .txt version for now,100.0,No_arch,0.25
7b1a24f28a3e7633b515a51018bbd0798fe73acd,Added empty Ooozie service.  Fixed GatewayMessage to specify logger.,100.0,No_arch,-0.2023
b9d5c247de7a47395af1be14f35afe3320476328,Enhanced logging to provide correct logging caller information.,98.1416957,No_arch,0.0
d87e1ba0ebee070864672a2162353b6dd06228fc,decoupled the authentication provider and identity-assertion provider and added simple principal mapping mechanism,99.09297052,No_arch,0.0
01da3efdf8947616a9d23a572dd80927915f0cc4,added tests for simple principal mapping and moved to gateway-spi module,98.98762655,No_arch,0.0
51050a5e220cba8c769287fd9141ec5552bc80ef,moved principal mapper test to api module to be with implementation,99.5545657,No_arch,0.0
2ac458c33a82e89ab0a0f11e6c69e04d031c38c5,Experimental authentication module for Hawk support - requires JDK7. Removed from gateway-server but still built and tested.,98.78987899,No_arch,0.2144
14c5baeef7202336b2bb7b7b92920c01d7c625b9,moved the request wrapper back to the shiro provider - need to find a common home for this - perhaps gateway-spi,99.56521739,No_arch,0.0
e5b8a2ecccb61b4722551ad64be93aac5f9205cd,removed these again as they were already part of the pseudo identity-assertion provider where they belong,99.56331878,No_arch,0.0
6ba3d344ec1640e160479e2b1d2b2630eb50bdc7,Introduced new rewrite provider replacing previous implementation.  Does not yet support resolving external attributes (e.g. gateway.url} or functions.,66.60649819,No_arch,-0.5334
191987c7caf4bec34c18b670b7a5f886b3b60c5a,Outbound rules now working for existing services.  Still need to change so that outbound rules can be explicitly selected.  Otherwise everything will match the datanode outbound rule.,96.50909091,No_arch,0.0
83132c138642d9f08bccc8b13934d85b811fb369,"Merge remote-tracking branch 'origin/master'

Conflicts:
	gateway-provider-security-shiro/src/main/java/org/apache/hadoop/gateway/deploy/impl/ShiroDeploymentContributor.java
	gateway-server/pom.xml
	gateway-server/src/test/java/org/apache/hadoop/gateway/deploy/DeploymentFactoryTest.java
	gateway-service-hdfs/src/main/java/org/apache/hadoop/gateway/hdfs/HdfsDeploymentContributor.java
	pom.xml",91.02011494,No_arch,-0.3818
e484b24dbc2eb6a8aac89e8c49fd36c456b3d3ea,Pull merge.,100.0,No_arch,0.0
e29ffd9feab0a84afc53c80b5a63cbb9721b91a3,Add support for basic query string protected via base64 encoding.,94.23076923,No_arch,0.6808
043472b8ab4ff28e8399cf33665a781b72b01e39,Experimental ServletDispatch that might work for dispatching to a Jersey mediator for services without REST interfaces.,99.87309645,No_arch,0.0
6b392563da8a12d213e19eff076656489f149a78,Add LICENSE.txt and cleanup some obsolete documentation files.,100.0,No_arch,-0.296
b7ad70d4650f4a850f392c8deaf54368f8b34fdf,Removing unused Spring Security and Hawk integration.,96.56862745,No_arch,0.34
31f94d7b6aae34a492b80bfb7fece1e6cef8c237,Add hostmap url rewrite function.,90.15444015,No_arch,0.0
1a0a7d0c6ba1b988313b2602c5a0a3a8bb4afe22,Created a template for a query encryption provider and rewrite step processor.,93.75,No_arch,0.25
4bf0d8cd44d78ae886dcdcc83ef20d99711cc6f7,Add a TODO comment describing what needs to be done to integrate with the keystore service.,100.0,No_arch,0.0
43c4de738308361aa3b778e4a291670ac4eb699a,Added some simple integration tests of encoded query strings.,100.0,No_arch,0.0
9adf65f80ad0299893b4ea31f5a38e854503d429,added master secret service and the beginnings of keystore service along with the prompting and persistence of the master secret on startup,98.72881356,No_arch,0.0
5ffc9abd48425be5b270ab0520f92f9accdce9a4,Add ignored tests for Oozie that doesn't go through gateway yet.,98.72881356,No_arch,-0.3182
dfa01d74c22f672ecf02d76011ab61cdbee9aee0,Merge remote-tracking branch 'origin/master',98.8045007,No_arch,0.0
64998fa2861f926c09a04b85985c8a3e110658e0,"introduced gateway services - in particular security services: Alias, Keystore, Crypto and Master.",97.64868603,No_arch,0.34
4a2245d1d8660ded1a308491b63eb63107c125c2,fixed inappropriate test for services instead of gatewayServices and added provisioning of credstore,99.45205479,No_arch,0.0
88d950405514a79f19800a266f272834c5d94793,create the conf/security/keystores directory when creating a cluster keystore and they don't already exist,100.0,No_arch,0.5106
20e1a59d3d6e181fc63f5a56adeb296046886cbd,this change makes GatewayServices available in the servletContext to be used by providers as appropriate,99.25423729,No_arch,0.0
751569629efd39e2a87cb4126bd322d22bfb6fd7,added license headers,100.0,No_arch,0.0
32cc84d795b0b1a48fee2fc7c4c4894385087c3e,"Exposed UrlRewriteEnvironment to UrlRewriteStepProcessors.
Added UrlRewriteResponse param cluster.name as a temporary workaround until the UrlRewriteRequest and UrlRewiteResponse have access to the UrlRewriteEnivronment.",99.5923913,No_arch,-0.0772
9bc18c56485c8798ce5fbe2f4f1b339d7a970a49,"Exposed UrlRewriteEnvironment to UrlRewriteStepProcessors.
Added UrlRewriteResponse param cluster.name as a temporary workaround until the UrlRewriteRequest and UrlRewiteResponse have access to the UrlRewriteEnivronment.",95.75163399,No_arch,-0.0772
f5be7d7108cbb3c7df598dc241ba4441ee462f7f,Made servlet init parameters available via UrlRewriteContext.getParameters().resolve( String name ),99.87437186,No_arch,0.0
cb4f197a11e1b5cc9084ef495d2ab8896cf5a013,"Enhanced SecureQueryEncryptDecryptProcessor to retrieve the cluster name as an example for continued integration.
Added the beginnings of a test for the SecureQueryEncrypt/Descrypt processors.",98.59926918,No_arch,0.0
21724348ea106b72baa5848cccfa7dd7248d237c,Add DISCLAIMER.txt and NOTICE.txt in preparation for import to Apache SVN.,100.0,No_arch,0.0
6f1fca756c860f07f7efdd5b7e03d4ba6aa750ac,Add Apache RAT to site generation.,100.0,No_arch,0.0
87d7c5bf38d00428a20b801bbbaa571017a4430b,randomized the salt for DefaultCryptoService and changed service interfaces to return the salt used for encryption and accept salt for decrypting. also added provisioning for SSL support by adding the creation of keystore and addition of self signed cert to the keystore with support credential store for the gateway itself.,100.0,No_arch,0.8442
93545690abbec16244334cf35f0eb487c2a4e54b,Replaced sys outs with log messages,100.0,No_arch,0.0
8348fea4b23c83bd12e20f0840cc6951bd0d7c2d,Clean tests after refactoring step for Oozie message body rewriting support.,96.98113208,arch,0.6597
469fd114d2a1922e13301df532f5aee474928dbf,"Refactored Parser to handle ""naked"" authority URLs (e.g. host:port).",97.94740218,arch,0.0772
701a0c3588f05354a707d24f2a194b8de4f81452,"Add new method to Template/Builder/Parser to distinguish between special ""naked authority"" URL and a normal one.  This ensure that the templates for //host:port and host:port can be distinguished.",100.0,No_arch,0.6808
6b1a668a4a5f0d42744e9c949a9df1f1622bfadf,"Enabled now working Oozie test.  Oozie body still being handled transparently.
Cleaned up some I18N messages and resources.",99.69325153,No_arch,0.0
2684051d4c182781712a9e79b81c08a9112ec489,added SSLService for instantiating the platform specific (jetty) ssl connector with the protected master password,98.71007371,No_arch,0.4404
f125b108a0d7caffca30fce720961fd9144ff947,Added ssl.enabled config setting and the enforcement of it which defaults to enabled and results in the single listener and configured port to be used for https.,100.0,No_arch,0.0
495bc469ba66f378792902462b11b205c406b589,"Added Apache header to files that were missing it.
Configured Apache RAT and made it pass for mvn -Prelease -DskipTests verify
Added gateway-site directory with the beginnings of a site intended for publication as the Apache web site.",100.0,No_arch,-0.296
317176aadda464435c5e13037709db730266e02a,Cleanup POM documentation and license meta-data in preperation for Apache SVN import.,100.0,No_arch,0.0
5df07f22e24146a6593754a334c38e94f6de5f3d,Add url to root pom to help cleanup top level reports.,100.0,No_arch,0.5423
57c552ae6e1233b2ef5022c298aba8e4641394a2,Add ant task to generate and copy Apache web site.,100.0,No_arch,0.0
2e0e1d3f17481ae331dd2bac2d109ced3c50afe6,Reorganize module to make gateway-release module aggregate the classes for release builds.,100.0,No_arch,0.0
41b41dcd19218a625ec04ad4cd7fc148e834c1e5,Moved functional tests out to a separate module so they could depend on gateway-release.,99.26017263,No_arch,0.0
e110f7a22b65d9d4e491b23c6633bc68c1f915b7,BUG-4336 - Halts gateway start if provided or persisted master is unable to be used to open keystores. Also display warning when not persisting the master password at startup.,98.66017052,No_arch,-0.34
4ee5b56447f68d1f0f4bb1e4c664d8d48530b4b3,Add Oozie to the README sample and fix issues discovered.,100.0,No_arch,0.0
83f449405a4e40a4a415d9370d5961f5298fdf16,Fixes resulting from testing README example for Oozie.,100.0,No_arch,0.0
f367188cbab673a9c0edb01dbc02fecd8f1949cf,Minor README correction.,100.0,No_arch,0.0
5731395af67400c84d79e587dfd3249135f266b0,"More README corrections.
Diagnositic logging cleanup.",100.0,No_arch,0.0
9f1eafbe2c08b6c6432a0ff77cf2c06ed19a465a,New KnoxShell prototype.,97.54672897,No_arch,0.0
e09ea97d130c6f8be986723028442131552ac319,Integrated shell into release builds.,100.0,No_arch,0.0
ba9dc3e5f55a54753b15108e2a64bc5ab67cd15f,Added support for JWT token based identity federation,96.88561721,No_arch,0.4019
37b6d21d0eb6a6ec7110ab36821803f297995672,Client groovy examples all working.  Including SSL.,96.6553288,No_arch,0.0
fe50e9b2f752db8893682d6707282d19d823425b,Fixed improper handling of form ended params with multiple vlaues.,99.48892675,No_arch,0.0
511fae36d5779062b26aaa0b497df17813e6a56f,Added async support to client.,99.94331066,No_arch,0.4019
61c4d0307cd5ca86f754f7318aa3145e781c5bd4,Add closure support to client.,100.0,No_arch,0.4019
282261ff6026c5bd35163e5bd2905195714c2908,Reduce dependency on Groovy classes to a single class AbstractRequest.,100.0,No_arch,0.0
b7f3cb4b4d6c3c22902bf485eed787fdf84b5ad8,Updated to include start instructions with the master secret and descriptions of the security artifacts and related management.,100.0,No_arch,0.34
ee4df37597b862383eb21a92d187ed13ba93aeea,Updated to be in sync with readme.md,100.0,No_arch,0.0
d084401b839bab0ef59d0a33673c902382e5d761,"Cleanup future handling in client.
Add sample scripts.",98.93138358,No_arch,0.0
ee15d81179c2ee649231dfc5515c3a2741d0e305,Created doc outline for client.,100.0,No_arch,0.25
a1cf1c823c55ff1974fa46506b658a0e33548afd,Support build on windows better.,100.0,No_arch,0.6808
f5d086c2d91553e7799e3a4f674647fc42703bd9,First cut of client doc and required changes to make it work.,99.72144847,No_arch,-0.2732
786e307be3af356694b3ade3b3a92857baedff69,Removed accidentally inserted line of code.,100.0,No_arch,-0.34
9b5a6ff821b9462639bc60a68f1578f5e16a9fba,"Add site documentation for various processing.
Implement site publication process in Ant build file.",100.0,No_arch,0.0
16d744b75d51061de10f8650fb8c476c23f3b21f,Fix site generation target in build.xml,100.0,No_arch,0.0
d09ef2583197bacb31f579d17702cf7fa12ab370,"Template version number in client docs.
Stub out Getting Started docs.",100.0,No_arch,0.0772
f162485afe9f2fda7c727b084174c18b5a767d50,Site and release doc updates in prep for next 0.2.0 RC,100.0,No_arch,0.0
e2a62cc8a7810543fb0f4f7ca6f38d7e11b8bb4c,Additional site documentation and sample cleanup.,100.0,No_arch,0.0
9ebdd22d422eeeee55393e5f159740f0efa2b0db,Potential fix for I18N issue on Jenkins build.,100.0,No_arch,0.0
25c6e631ad5f66beb6f6c2f0e7a05210b56ec492,Real potential fix for I18N test issue on Jenkins.,100.0,No_arch,0.0
cad8683ab4832343b47b4f8efbb10c7aeea794aa,Change documented bug reporting process.,100.0,No_arch,0.0
777d4835710ab1857d47d96842c5c622757cac03,Updates to build.xml to support generating source distribution zip and and signing both the source and binary zips.,99.88876529,No_arch,0.4019
c1fdad633800aa15fb2d5875d3f03eb986ee9876,Fix DEPLOY/STAGE template file name mismatch.,100.0,No_arch,0.0
2b97d8bb353f96271e4015e5a73364c50dfa2bb1,Fix minor error in KnoxShell samples.,100.0,No_arch,-0.4019
d799350b2ccd5696f0dcfa0329b18072524cf384,Change to better way to create source distribution artifact.,100.0,No_arch,0.6124
599ec85a29c47d591b5827d266a9c05bbcf7b4ba,Created the modules for the launchers.,100.0,No_arch,0.25
dc67e3ff9a16c1b0309862ccc5027bc06d1d6954,Creating full binary release via maven.,100.0,No_arch,0.296
64f1680cdf180acd8dbd2610587c4af36d5a55dc,Generating hashes at the time the zips are created.,100.0,No_arch,0.25
430f1d80f009cb674bc5a851403537c65021218b,Cleaned up root directory by adding a src folder.,100.0,No_arch,0.0
800736a8d7358cb07064bc0c371bab07d5a2f038,Cleaned up gateway-release directory by adding src and home directories and moving files there.,100.0,No_arch,0.0
3534d6a0c89ed339fb4cea69680b1069142bbcf3,Fixes from testing and doc updates to match new jar locations.,100.0,No_arch,0.0
