Commit ID,CommitMessage,A2A,Label,Sentiment_Score
8a714f4aeb5c723c6aafb98714bed027cddf8749,"AVRO-51. Fix testio.py to exit correctly. Contributed by Philip Zeyliger.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
dfadedf21488a9f068367ca9ee36a12ba7e6f3ad,"AVRO-53.  Use Ivy to retrieve Java dependencies.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
774c3a041f810fe54a6ed47a02fc409cb713c0c5,"AVRO-55. Fix two spec doc typos.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
40f9f941d3f9821d6f47c07a905dc5bdf0496955,"AVRO-56.  Use Jackson to generate JSON from Java.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
7a6f8469d096f6ff6c496df2e48365c772af9ce1,"AVRO-58: Add a JSON parser for C.  Contributed by Matt Massie.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
33037ded0106608d9485934ba2ad21a1fe31df59,"AVRO-36. Correctly encode and decode binary default values.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.4019
842690ea2a8203b7d3a313a53feb761ec9d68383,"AVRO-57.  Make ValueReader/Writer abstract, named Decoder/Encoder.  Add concrete implementations named BinaryDecoder/Encoder.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",77.13178295,No_arch,0
98eb9203b65eb452bd2a1ff3559ccbca6f97f670,"AVRO-46.  Optimized RPC handshake protocol for Python.  Contributed by sharad.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.4588
345ff7eddf9c23302803157ae89b1301e47c80df,"AVRO-29.  Add to Java a validating encoder and decoder, and a resolving decoder.  Contributed by Thiruvalluvan M. G. & Raymie Stata.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",87.61061947,No_arch,0.6124
b2869cccb9627e3ff5c8f65a837129783707dd2e,"AVRO-59.  C++: make serializer more generic.  Contributed by Scott Banachowski.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
df176b7a1fc65be86c7be47c8a3cd56c2d31d1cf,"AVRO-29. Reverting changes to GenericDatumReader.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",99.26650367,No_arch,0
1b21659a1955b679532776854ecb1db9a0fb668f,"AVRO-67.  Add per-call RPC metadata to spec.  George Porter via cutting.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,-0.128
fe6629997fd57d96748e83001e12a371c737f62b,"AVRO-28.  Add Python support for default values.  Contributed by sharad.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.6597
8120af19115d00d57d1ce1d29ef7d51443f2589f,"AVRO-66.  Add per-call metadata to Java and Python.  Contributed by George Porter & cutting.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,-0.128
c1f86d23010746ef0821781a7236adedd2d6279e,"Preparing for 1.0.0 release.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
253247088f347695486d5c45c541ad22a23ed39a,"Add NOTICE.txt, per release requirements.


git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
3727a55f345e638f7980a19841c108f67498e79d,"Add license files for libraries we use.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
81fee7a09d854e760ecff4e0fb3bddf1b4ab910b,"Add missing license headers to java sources.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,-0.296
63eb29883e0dfc6f80994775b94eda1e61332c83,"Add license headers to C++.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
5a34ebef52a77c087ffbc235424478b265ab2403,"AVRO-66.  Add response metadata in error case too.


git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,-0.4019
8e9674a1b88b8c84d558534189dc10acea84bb15,"AVRO-68.  Add license headers to C sources and improve C packaging.  Contributed by Matt Massie.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.4404
f7cc40a6c6f5d4e9eeb28e8c95bcb57ff66e12cf,"AVRO-69.  Make C's install-sh script executable.  Contributed by Matt Massie.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
db7edf99495b95397c87afeb422931a40940ff9a,"AVRO-70.  Add license header to json_schema.y. Contributed by Matt Massie.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
ffe3481808405433362a0377354aec6d553e3f5c,"AVRO-74.  Add missing license headers in C++.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,-0.296
55bd090ba3447e96c69416ab314718f67f0fe2db,"AVRO-73. Workaround in python to fix simplejson bug on Mac OS.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
a63515ce5863262afedc1f77d83d43185e86809d,"AVRO-64. Fix socket and parser issue on Mac OS.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
fff545fef5e06cc1eb970c97970757c8060e3a68,"Preparing for 1.0.0 candidate build.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
41d08b5cfd94954f5d663d3a091d0aba5f5e2c87,"AVRO-77.  Fix C unit tests on Mac OS.  Contributed by Matt Massie.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
eb3b1bbd9c5c1648af42eca6ab33d3db80ea88d7,"Prepare for trunk developmenet.


git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
86d3ba82a52c921bcf820f580405e06fd3d797cd,"AVRO-71.  Make C++ deserializer more generic.  Contributed by Scott Banachowski.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
86c74fb4b57813378fe2fd71d44dc1f8f7a28056,"AVRO-60.  Fix C JSON parser to correctly process escapes and multi-byte characters.  Add tests.  Contributed by Matt Massie.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.128
751a179769ed29c686558cd618a7934754b6691f,"AVRO-78.  Fix Java reflect to work on non-public fields.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",93.77682403,No_arch,0
e6715a6d0792cca5fb0fd6961d565fa869795433,"AVRO-54. Re-upgrade to testng 5.9.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
e2e7fd906abe882be5d9ffa6f8ce0ef9025f7107,"AVRO-79.  Specify format for default fixed values.  Contributed by Thiruvalluvan M. G.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.4019
0039f146bd31549fee2b80119a3c977a5072a5d5,"AVRO-50.  Implement JSON data codec in Java.  Contributed by Thiruvalluvan M.G. and cutting.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",93.46642468,No_arch,-0.128
f352f56536e1855bdb97208b23f65c659eed3b69,"AVRO-82.  Add checkstyle to Java compilation.  Contributed by Thiruvalluvan M. G.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",92.90187891,No_arch,0
f03f432cc7d71b7969d56f9dc17ca264a3771650,"AVRO-82.  Simplify Ivy configuration a bit.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
2034a4ee5bc4fd9623797590e1dbb411e4848787,"AVRO-81.  Switch back from TestNG to JUnit.  Contributed by Konstantin Boudnik.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",97.59358289,No_arch,0
eeb1023f9630a576bf8ea2d5b0e485f565e90e42,"AVRO-84, AVRO-85.  Clarify a few things in the specification.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
62806bad9162f22afe69f01e97ea96321d83710a,"AVRO-76.  Add Java RPC plugin framework.  Contributed by George Porter.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",96.40102828,No_arch,0
127800a158ce6d6af08e5b32e01e153ade03d474,"AVRO-81.  Restore checkstyle to test-java target, dropped by this patch.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.296
79d571847ca673a23733377fdfd9a489017c499c,"AVRO-87. Fix broken links in javadoc introduced by AVRO-82.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,-0.4767
a02c72575832bd9a451bd6d8fed62c7818eac611,"AVRO-89.  Use unboxed types for generated fields.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
e1d53e342f55f7ee51b8f4b04fc03aaa287712dd,"AVRO-90.  Fix Java's JSON codec to correctly encode unions.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
f736dfd4dd6089d9323cf7290ca7852c9dd045cd,"AVRO-95.  Fix writing of reflect-based unions.  Also extend DataFileWriter to permit adding branches to a union schema while writing.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",93.99538106,No_arch,0.1779
73b69bc59c61294a6689b695342e7f9d6b48db90,"AVRO-88.  Fix Java's BlockingBinaryEncoder to correctly override writeEnum().  Contributed by Ravi Gummadi.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",98.72881356,No_arch,0
b9821a460520ea9c7f5bcc6cb35a33c725295f44,"AVRO-61.  Add Python support for reading blocked data.  Contributed by Ravi Gummadi.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",99.59016393,No_arch,0.1531
c529c6d5821d89bfb3f37e2c6bb0ec9b83635899,"AVRO-97.  Fix various C++ bugs.  Contributed by Scott Banachowski.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
a84db2bc15c8876d40993d29adfe22f8aa9601cd,"AVRO-100.  In spec, remove warning about blocking being draft.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,-0.6124
a1ea81add49b8684f979988f342193a547795fb0,"AVRO-83. In generated Java code, elide unions with null.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
710e2379a2ef1c5c4d2cf6ada9e0dc49795f5c86,"AVRO-102.  Add license headers missing from AVRO-95.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,-0.296
97a5793f050400d38b07d4fbab0539809ce579ff,"AVRO-104.  Permit null fields with Java reflection.  Contributed by Eelco Hillenius.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
acba0fcdc047d14f0a28a88aec0a9b8b0cf524f8,"AVRO-107.  Fix minor problems with equals() and hashCode() in Schema and Protocol.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,-0.4019
f49a465349ae11ffccfffb1ed0693363a8b28a87,"AVRO-92.  Describe JSON data encoding in specification.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
b062afaea6c4534bea3e2ec1387afb549da72570,"AVRO-108.  Add Java implementation of binary comparator.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",96.7462039,No_arch,0
490d0c72dc345c4683e9099e8f2b5244cffb868a,"AVRO-110, AVRO-41.  Implement Comparable in generic and specific.  Also convert GenericData and ReflectData to singletons.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",98.39449541,No_arch,0
c454652c1cd491976b894dc293856c8f73495725,"AVRO-98.  Fix C++ schema parser to permit out-of-order attribugtes and ignore extra attributes.  Contributed by Scott Banachowski.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,-0.3612
b43975aa1e773cd471f5771d7c7faac7a0f73a7c,"AVRO-109.  Add Java support for controlling sort order.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.4019
7d83e93e0d50487125d747265d2aa325cdce029d,"AVRO-111.  Document sort ordering in specification.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
604f27bc286f17bb8b43c25c1aa3302882c80395,"Add missing license headers.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,-0.296
d8d90987da6300e3c0a8741dfedc8109fee49da2,"Preparing for 1.1.0 candiate build.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
14c0ae1564cd6a067abb735c3b4f09ddf200910a,"AVRO-112.  Turn off C++ debug output.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
1dbb683d17f571213a8367d8e1306019063325d3,"AVRO-114.  Fix cdoc Ant target.  Contributed by Matt Massie.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
cea9e51cfb33fb2baef302e0e7c1f4bf8f87a9f6,"AVRO-99.  Use Boost framework for C++ unit tests.  Contributed by Scott Banachowski.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.4019
fc44dd5d2201fae7208660c0bfb5d4847f452c87,"AVRO-113.  Fix endian bug with C++ integer/long varint codec.  Contributed by Scott Banachowski.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
c7a4f7c2caad4117a71f23ae97cfc10237674be0,"AVRO-115.  Make C++ compatible with Boost 1.32. Contributed by Scott Banachowski.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.4019
cad632eb6c894f77cdf40f8c458491aba9677852,"AVRO-115.  Remove RPC sessions.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",94.9339207,No_arch,0
0c2a837bb14eab720fef8a25409a8e489897b507,"AVRO-119. Add Java GenericData.Array#toString() implementation.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
86614561e4d1dd43a1e508f169c091e7cc935a4c,"AVRO-117.  Fix memory leak in C++ JSON parser.  Contributed by Scott Banachowski.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,-0.34
5661078ce4669dc428f8f59f39aa182666020f38,"AVRO-121.  Permit reflect and specific datum readers to read data written with a different version of the schema than is current.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
7c346f7ae726fd3213a9974752a3c4739469f79b,"AVRO-118.  JSON codec now permits one to read and write multiple instances without flushing or explicitly resetting the codec between each instance.  Contributed by Thiruvalluvan M. G.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
78983ffcfbf719ee6d190c486074c87779c6663f,"AVRO-122.  Fix so that, when multiple Ant targets are specified on the command line that depend on Ivy, Ivy does not fail.  Contributed by phunt.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.431
777d0477c689d2fd9ebfe72dbd4e4dbab705a99f,"AVRO-120.  Improved package and namespace handling.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",94.9044586,No_arch,0.4767
e0c27e12a33b282eb0036e8c5c95a338a7977c0c,"AVRO-123.  Fix Java's specific protocol compiler so that parameters and return types are unboxed.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
b397dd7b6f952bd1d2f34a09127661cee1b3e679,"AVRO-125.  Fix sample protocol in specification document to use the correct syntax.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
aa7305fcb283a28841eb1f03959c0c1550c187f5,"AVRO-101.  Add Java reflect API test case using nested classes.  Contributed by Eelco Hillenius.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
8289fbdb37bb10b52d772327cb124555e1dfb020,"AVRO-124.  Remove Ivy's jar from distributions.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
6b2a2265e242307fa50030990bc018bff7a7964a,"AVRO-129.  Add HTTP-based RPC client and server.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",98.54469854,No_arch,0
4ae97e26c4037a97aca08f05c93a2887285d356e,"AVRO-24.  Add a simple bulk-data benchmark.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",96.57794677,No_arch,0
fdd0b8cb52af8256e5691d3065b256a387d17718,"AVRO-133.  Update version number in specfication document and documentation tab automatically from build version.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.0772
2b348c1f4dfe97f755034d57d5336cfd7ab130df,"AVRO-131.  Permit specification of JUnit test output format.  Contributed by Giridharan Kesavan.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
dc0107bc2ed79e4c17b8ddbb178fd14357d47147,"AVRO-134. Update data file format specification to include reserved metadata keys 'codec' and 'sync'.  Contributed by Thiruvalluvan M. G.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",77.59433962,No_arch,0
35776f85ca9b658fb187a988966c259781759ed7,"AVRO-138.  Add a 'unit-test-java' Ant target that runs tests without running checkstyle or javadoc.  Contributed by Thiruvalluvan M. G.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
c1e75de882bf7e9eb669f2d6b8c23330b7c3313e,"AVRO-132.  Fix multi-threading race condition when threads share schema objects.


git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.296
2af1f70cdad4fb612bc22634ae183bd11e6e96e6,"AVRO-137. Suppress warnings in generated java code. Contributed by Doug Cutting.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,-0.4019
844b081141f6e1e42231e9598c167cbf547af488,"AVRO-139.  Refactor HTTP servlet to a separate, public class.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",76.04938272,arch,0
db971a2ecfa4990f3512afac14acc1fb37248a42,"AVRO-140. Add javadoc to public classes with none.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
2427f18b729c51eb485f580572086bc782974d4a,"Preparing for 1.2.0 release candidate build.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
a7bfbd4b56d99655062c069e26ab6d476f5f06a0,"AVRO-141.  Fix a NullPointerException in ReflectData#isRecord().  Contributed by Isabel Drost.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0
bc9491c9dcea4035f3fd4733a2c0b649d08398ed,"AVRO-142.  Remove some Java unused fields and imports.  Contributed by Philip Zeyliger.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",99.23954373,No_arch,0
7ddc6d64b2f81cc4022ae36aa233f7ce7e191314,"AVRO-147. Use configure to create makefile for C++ builds.


git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.2732
1999497b9115b71d325e87f66f05dc006a9d0e9b,"AVRO-147.  Ignore some generated files.

git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,-0.3612
b57431769b7b42f8561ef4625ecf80e0d4bd019b,"Added a validating Avro schema parser in C



git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.34
5690cd025ce5c1bcb21b69e4f17bbb65e3db80fb,"AVRO-151. Validating Avro schema parser for C (code committed r825593)


git-svn-id:  13f79535-47bb-0310-9956-ffa450edef68",100,No_arch,0.5423
